Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P258,43937,Cuistots,MRS,Buanderie - Cuisine,refixer prise éléctrique flexcool,43937,,1,Ouvriers_CPAS,,
T_P257,43937,Cuistots,MRS,Buanderie - Cuisine,refixer la prise alarme incendie sortie vaisselle sale,43937,,1,Ouvriers_CPAS,,
T_P259,43937,Cuistots,MRS,Buanderie - Cuisine,nettoyer les tue-insctes et remplacer lampe,43937,,1,Ouvriers_CPAS,,
T_P308,43991,Cuistots,MRS,Buanderie - Cuisine,"Carrelage du coté vaiselle sale, le bas du mur est déformé ",43960,1h,1,Ouvriers_CPAS,,
T_P309,43991,Cuistots,MRS,Buanderie - Cuisine,"Socle de la lance de nettoyage vaiselle sale, de l'eau coule en abondance a chaque mise en route ",43991,,1,Ouvriers_CPAS,,
T_P355,44039,Cuistots,MRS,Buanderie - Cuisine,chariot régénérant prise murale et prise chariot brulée ,44039,1,1,Ouvriers_CPAS,Magec,
T_P375,44056,Cuistots,MRS,Buanderie - Cuisine,remplacer la lampe du tue-insectes zone légumerie et remboiter l'évier,44056,,1,Ouvriers_CPAS,,
T_P376,44056,Cuistots,MRS,Buanderie - Cuisine,dans la zone froide remettre du silicone,44056,,1,Ouvriers_CPAS,,
T_P416,44099,Cuistots,MRS,Buanderie - Cuisine,recouvrir d'un vinyl le socle qui est peint dans la reserve sèche car la peinture s'écaille,44099,,1,Ouvriers_CPAS,,
T_P417,44099,Cuistots,MRS,Buanderie - Cuisine,robinet zone légumerie coule,44099,,1,Ouvriers_CPAS,,
T_P438,44112,Cuistots,MRS,Buanderie - Cuisine,"remplacer une lampe tue-insectes dans zone flexcool, remettre le carrelage zone vaisselle",44112,,1,Ouvriers_CPAS,,
T_P451,44123,Cuistots,MRS,Buanderie - Cuisine,la porte du vestiaire famme cuisine est cassée,44123,,1,Ouvriers_CPAS,,
T_P466,44126,Cuistots,MRS,Buanderie - Cuisine,l'hélice de la chambre congélation fait du bruit (glace),44126,,1,Ouvriers_CPAS,,
T_P497,44154,Cuistots,MRS,Buanderie - Cuisine,"Carrelage du coté vaiselle sale, du carrelage est encore tombé du mur ",44154,1,1,Ouvriers_CPAS,,
T_P501,44159,Cuistots,MRS,Buanderie - Cuisine,"vérifier les chariots ""bain-marie"" souci électrique",44159,,1,Ouvriers_CPAS,,
T_P504,44161,Cuistots,MRS,Buanderie - Cuisine,la centrale de dosage (nettoyage) au lave-vaisselle est cassée,44161,,1,Ouvriers_CPAS,,
T_P514,44172,Cuistots,MRS,Buanderie - Cuisine,l alarme du congélateur sonne régulièrement même le WK c'est dû à un amas de glaces qutour du moteur,44172,,1,Ouvriers_CPAS,,
T_P543,44203,Cuistots,MRS,Buanderie - Cuisine,remplacement double évier + douchette zone lave casserole ,44203,2,2,Ouvriers_CPAS,,
T_P622,44273,Cuistots,MRS,Entretien général,souci de froid sur chariot régénerant,44273,,1,Pelzer,,
T_P654,44300,Cuistots,MRS,Cuisine,refixer le robinet de la zone froide ,44300,1,1,Ouvriers_CPAS,,
T_P659,44301,Cuistots,MRS,Cuisine,réparation de la friteuse ,44301,2,1,Magec,,
T_P660,44302,Cuistots,MRS,Cuisine,remonter la palette de frésubin dans le local de Christelle ,44302,,1,Ouvriers_CPAS,,
T_P701,44320,Cuistots,MRS,Cuisine,rentrer une palette d'eau pétillante en cuisine sale ,44320,,1,Ouvriers_CPAS,,
T_P705,44321,Cuistots,MRS,Cuisine,Chariot régénérant des Acacias la partie froide ne refroidit plus ,44321,,1,Pelzer,,
T_P718,44341,Cuistots,MRS,Cuisine,boitier incendie (rouge) côté sale est casser ,44341,,1,Ouvriers_CPAS,,
T_P736,44351,Cuistots,MRS,Cuisine,URGENT !!! La petite douche à potage éléctrique ne fonctionne plus ,44351,,1,Magec,,
T_P749,44362,Cuistots,MRS,Cuisine,friteuse défectueuse ,44362,,,Ouvriers_CPAS,Magec,
T_P759,44369,Cuistots,MRS,Cuisine,URGENT remplacer carrelage en cuisine chaude ,44369,1,1,Ouvriers_CPAS,,
T_P766,44371,Cuistots,MRS,Cuisine,En même temps de faire la réparation du chariot des Acacias !!  réinstaller le logiciel DINEC contrôle des t° chambres froide sur le pc Alexandre Drouba (bureau de la  cuisine),44371,,1,Pelzer,Ouvriers_CPAS,
T_P774,44378,Cuistots,MRS,Cuisine,"Installer le programme DINEC sur le pc Alexandre, pour pouvoir contrôler les températures des chambres froides. ",44378,,,Pelzer,,
T_P785,44385,Cuistots,MRS,Cuisine,"Réparation chariots ACACIAS, MAGNOLIAS ",44385,,1,Ouvriers_CPAS,,
T_P803,44406,Cuistots,MRS,Cuisine,"Grille d'égout côté sale, refaire un joint lisse au bord de la grille. Car l'AFSCA ne tolère pas les trous, car l'eau est stagnante.",44406,,,Ouvriers_CPAS,,
T_P801,44406,Cuistots,MRS,Cuisine,Réparation d'un store déroulant au flexcool,44406,,,Ouvriers_CPAS,,
T_P802,44406,Cuistots,MRS,Cuisine,"Recarler le mur côté sale, si pas possible dans les jours à venir, remplacer le plastique de protection car il est souillé.",44406,,,Ouvriers_CPAS,,
T_P809,44412,Cuistots,MRS,Cuisine,Boitier d'ouverture de porte défectueux (Porte d'entrée principal de la cusine).,44412,,,Ouvriers_CPAS,,
T_P853,44439,Cuistots,MRS,Cuisine,chariot regenerant defectueux,44439,1,1,Magec,,
T_P854,44439,Cuistots,MRS,Cuisine,chariot regenerant defectueux,44439,1,1,Magec,,
T_P862,44453,Cuistots,MRS,Cuisine,serrure éléctronique de 2 portes sont déféctueuses ,44453,1,1,Ouvriers_CPAS,,
T_P878,44481,Cuistots,MRS,Cuisine,nettoyer le groupe de refroidissement de la pièce froide,44481,1,1,Ouvriers_CPAS,,
T_P879,44481,Cuistots,MRS,Cuisine,réparer le bain-marie défectueux situer dans la pièce du flexcool ( cordon d'alimentation défectueux),44481,1,1,Ouvriers_CPAS,,
T_P891,44489,Cuistots,MRS,Cuisine,"La porte de la préparation froide ne ferme plus, à cause de la gache défectueuse.",44489,1,,Ouvriers_CPAS,,
T_P949,44581,Cuistots,MRS,Cuisine,"La lumière au-dessus de la porte s'éclaire quand nous mettons notre présence mais au niveau de l'écran, elle ne s'affiche pas. ",44581,1,1,Ouvriers_CPAS,,
T_P985,44629,Cuistots,MRS,Cuisine,la clenche de la porte de légumerie est défectueuse,44629,1,1,Ouvriers_CPAS,,
T_P988,44634,Cuistots,MRS,Cuisine,un four ne pompe plus le produit de nettoyage,44634,1,1,Magec,,
T_P1025,44679,Cuistots,MRS,Cuisine,remplacement de carrelage cassé en cuisine chaude,44679,1,1,Ouvriers_CPAS,,
T_P1023,44679,Cuistots,MRS,Cuisine,changer ampoule + entretien des tue insectes cuisine ,44679,2,1,Ouvriers_CPAS,,
T_P1024,44679,Cuistots,MRS,Cuisine,remettre panneau au plafond du couloir chambre froide,44679,1,1,Ouvriers_CPAS,,
T_P1048,44699,Cuistots,MRS,Cuisine,chambre froide produit fini température au dessus des réglementations voir si il n'y a pas une sonde défectueuse,44699,1,1,Ouvriers_CPAS,Pelzer,
T_P1049,44699,Cuistots,MRS,Cuisine,chambre froide produit fini température au dessus des réglementations    ,44699,,,Pelzer,,
T_P1061,44719,Cuistots,MRS,Cuisine,"Chambre froide produits finis ne refroidit plus, donc inutilisable",44719,1,1,Pelzer,,
T_P1074,44733,Cuistots,MRS,Cuisine,"Nettoyage des grilles du bloc réfrigérant, hors délais. Local préparation froide.",44733,1,1,Ouvriers_CPAS,,
T_P1108,44781,Cuistots,MRS,Cuisine,nettoyer les grilles de ventilation pièce froide,44781,1,1,Ouvriers_CPAS,,
T_P1127,44803,Cuistots,MRS,Cuisine,regarder au mixer robot coupe en cuisine cable alimentation défectueux,44803,1,1,Ouvriers_CPAS,,
T_P1132,44806,Cuistots,MRS,Cuisine,Poignée d'un bain-marie à refixer,44806,1,1,Ouvriers_CPAS,,
T_P1195,44936,Cuistots,MRS,Cuisine,remettre une lance sur le tuyeau bleu côté lave vaiselle ,44936,1,1,Ouvriers_CPAS,,
T_P1198,44943,Cuistots,MRS,Cuisine,refixer une prise en cuisine chaude car est sortie de son emplacement,44943,1,1,Ouvriers_CPAS,,
T_P1199,44943,Cuistots,MRS,Cuisine,éguisser les lames du mixeur girafe car le résultat n'est plus optimal,44943,1,1,Ouvriers_CPAS,,
T_P1204,44959,Cuistots,MRS,Cuisine,Fuite d'eau WC cuisine,44959,1,1,Ouvriers_CPAS,,
T_P1220,45000,Cuistots,MRS,Cuisine,Voir évacuation légumerie + évier de la vaiselle sale,45000,1,1,Ouvriers_CPAS,,
T_P1224,45006,Cuistots,MRS,Cuisine, Lance Robinet du lave casserole à refixer ,45006,1,1,Ouvriers_CPAS,,
T_P1242,45015,Cuistots,MRS,Cuisine,"Remettre de l'enduit et peinture autour des plaques égout en légumerie et cuisine, car de l'eau peu stagner l'afsca ne le tolére pas",45015,1,1,Ouvriers_CPAS,,
T_P1241,45015,Cuistots,MRS,Cuisine,Souder la plaque inox du grand lave-vaiselle coté sale ,45015,1,1,Ouvriers_CPAS,,
T_P1240,45015,Cuistots,MRS,Cuisine,Démonter les gicleurs du grand lave-vaisselle afin de les détartré,45015,1,1,Ouvriers_CPAS,,
T_P1239,45015,Cuistots,MRS,Cuisine,Nettoyage des grilles du bloc réfrigérant Local préparation froide.,45015,1,1,Ouvriers_CPAS,,
T_P1280,45062,Cuistots,MRS,Cuisine,regarder aux boitier des badges porte vestiaire hommes et porte entrée cuisine,45062,1,1,Ouvriers_CPAS,,
T_P1285,45072,Cuistots,MRS,Cuisine,"Des fourmis rentre par la porte de sortie de secours en zone chaude de la cuisine est-il possible d'avoir des boîtes à fourmis, merci d'avance.",45072,1,1,Ouvriers_CPAS,,
T_P1292,45084,Cuistots,MRS,Cuisine,Le frigo table de la zone de cuisson ne refroidit plus correctement la température est toujours vers les 10 degrés  ,45084,2,1,Pelzer,,
T_P1307,45097,Cuistots,MRS,Cuisine,Regarder au bain -marie qui se situe au couloir sous-sol car le cordon éléctrique est fondu. Merci ,45097,1,1,Ouvriers_CPAS,,
T_P1331,45132,Cuistots,MRS,Cuisine,Le 3 éme reservoir d'eau du lave-vaiselles splimont ne se vidange pas bien ,45132,1,1,Ouvriers_CPAS,,
T_P1337,45141,Cuistots,MRS,Cuisine,"Le 3 éme reservoir d'eau du lave-vaiselles splimont ne se vidange pas bien, A Revoir. ",45141,1,1,Ouvriers_CPAS,,
T_P1345,45181,Cuistots,MRS,Cuisine,Changement des revêtis des chambres froide couloir sale car de l'humidité et moissisure sont présente,45181,1,1,Ouvriers_CPAS,,
T_P1344,45181,Cuistots,MRS,Cuisine,Création d'une étagère dans la camionette des livraisons potages pour pouvoir optimiser l'espace,45181,3,1,Ouvriers_CPAS,,
T_P1343,45181,Cuistots,MRS,Cuisine,remettre plaques du faux plafond car une manquante et une qui c'est décrochée ,45181,1,1,Ouvriers_CPAS,,
T_P1359,45209,Cuistots,MRS,Cuisine,Ajouter un détecteur pour l'éclairage plafond du couloir du bureau cuisine.,45209,,1,Ouvriers_CPAS,,
T_P1361,45217,Cuistots,MRS,Cuisine,deplacer cassier vestiaire femme vers le vestiare homme,45217,1,1,Ouvriers_CPAS,,
T_P1367,45223,Cuistots,MRS,Cuisine,Casier vestiaire réparer quelques fermetures ,45223,1,1,Ouvriers_CPAS,,
T_P1368,45237,Cuistots,MRS,Cuisine,Vestiaire Homme cuisine: porte entrée et de sortie ne ferme plus correctement obligé de tirer sur la porte pour quel se verouille,45237,1,1,Ouvriers_CPAS,,
T_P1373,45251,Cuistots,MRS,Cuisine,"Bonjour, pourriez vous venir effectuer un dépannage chez nous car une douche à potage ne fonctionne plus (urgent), en même temps peu être effectuer l'entretien périodique. Merci d'avance",45251,3,1,Luxpro,,
T_P1374,45253,Cuistots,MRS,Cuisine,remplacer ampoule dans le compartiment frigo camionette repas à domicile. Merci,45253,1,1,Ouvriers_CPAS,,
T_P1377,45257,Cuistots,MRS,Cuisine,fermeture porte couloir sale défectueuse ,45257,1,1,Ouvriers_CPAS,,
T_P1381,45278,Cuistots,MRS,Cuisine,regarder camionette des RAD feux arrière defectueux. Egalement ampoule intérieur a remplacer voir demande du 23/11/23,45278,1,1,Ouvriers_CPAS,,
T_P1380,45278,Cuistots,MRS,Cuisine,"Marmite potage electrique, ne fonctionne plus apparement meme panne que la derniere fois pourriez-vous nous soumettre un devis pour remise en état de celle-ci, merci",45278,1,1,Luxpro,,
T_P1386,45299,Cuistots,MRS,Cuisine,Prise éléctrique bain-marie acacias défectueuse,45299,0.5,1,Ouvriers_CPAS,,
T_P1390,45307,Cuistots,MRS,Cuisine,Trappe prise electrique camionette RAD à remplacer + regarder pour le montage des pneus hiver. Merci ,45307,2,1,Cuisine,,
T_P1407,45321,Cuistots,MRS,Cuisine,évacuation sous évier de la zone légumerie défectueuse fuite d'eau,45321,1,1,Ouvriers_CPAS,,
T_P1409,45322,Cuistots,MRS,Cuisine,Voir serrure vestiaire femme à remplacer à certaine cassette car ne ferme plus,45322,1,1,Ouvriers_CPAS,,
T_P1413,45338,Cuistots,MRS,Cuisine,Regarder à la fermeture de la porte couloir sale car ne ferme plus + poignée de porte légumerie qui est désserée + grille de hotte lave vaiselle remettre un boulon ,45338,1,1,Ouvriers_CPAS,,
T_P1418,45349,Cuistots,MRS,Cuisine,Remplacement des ampoules HS + nettoyage des tues insecte ,45349,1,1,Ouvriers_CPAS,,
T_P1425,45372,Cuistots,MRS,Cuisine,Camionette repas à domicile: Patricia me signale que les vitesses sont difficile à passer pourriez-vous regarder et au besoin faire le néccesaire pour réparation. Merci d'avance. Alex ,45372,1,1,Ouvriers_CPAS,,
T_P1433,45408,Cuistots,MRS,Cuisine,Mixeur plongeant (Girafe) génére un bruit anormal lors de son utilisation,45408,1,1,Ouvriers_CPAS,,
T_P1440,45457,Cuistots,MRS,Cuisine,remplacer 1 néon défectueux en reserve séche à coté du bureau ,45457,1,1,Ouvriers_CPAS,,
T_P1444,45471,Cuistots,MRS,Cuisine,Remplacer les flexibles côté sale + démonter pompe K1 et remplacer par un mitigeur,45471,1,1,Ouvriers_CPAS,,
T_P1447,45489,Cuistots,MRS,Cuisine,2 Mixeur plongeant regarder car faux contact dois bouger le cable pour le fonctionnement de ceux-ci,45489,1,1,Ouvriers_CPAS,,
T_P1451,45498,Cuistots,MRS,Cuisine,Rappel :  Changement des revêtis des chambres froide couloir sale car de l'humidité et moissisure sont présente,45498,15,Toutes,Ouvriers_CPAS,,
T_P1452,45499,Cuistots,MRS,Cuisine,chambre froide propre est à 10 degrés ne descend pas en dessous,45499,1,1,Pelzer,,
T_P1467,45539,Cuistots,MRS,Cuisine,Remplacer le robinet évier coté lave casseroles,45539,1,1,Ouvriers_CPAS,,
T_P1469,45544,Cuistots,MRS,Cuisine,"Bonjour, veuillez faire le détartrage(entretien) de la machine à café du bar car clignote rouge URGENT AVANT QUEL SOIT HS, merci d'avance.",45544,1,1,Ouvriers_CPAS,,
T_P1470,45547,Cuistots,MRS,Cuisine,Nettoyage moustiquaire + chassis cuisine exterieur côté Ravel,45547,2,1,Ouvriers_CPAS,,
T_P1473,45561,Cuistots,MRS,Cuisine,"Chauffe-assiettes ne fonctionne plus s'allume mais ne chauffe plus surement ""dû à la résistance"" ",45561,1,1,Ouvriers_CPAS,,
T_P1479,45565,Cuistots,MRS,Cuisine,"Nettoyage du groupe froid:  pièce froide nettoyage des grilles ainsi que l'intérieur, merci d'avance",45565,1,1,Ouvriers_CPAS,,
T_P1480,45574,Cuistots,MRS,Entretien général,"Détartrage de toutes les machines à café du bâtiment car certains collègues signalent que les machines ont du mal à passer le café entièrement, merci à vous.",45574,2,1,Ouvriers_CPAS,,
T_P1484,45587,Cuistots,MRS,Cuisine,lave vaisselle spilmont coule goute à goute en dessous + tuyeau de nettoyage bleu coule également ,45587,1,1,Ouvriers_CPAS,,
T_P1485,45589,Cuistots,MRS,Cuisine,changer joint de l'évier en zone lave cassserole + four en zone cuisson qui coule également arrivée d'eau et regarder à l'évacation + refaire un joint de silicone pièce froide et cellule de refroidissement ,45589,2,1,Ouvriers_CPAS,,
T_P1487,45594,Cuistots,MRS,Cuisine,créer en zone lave-casserole un robinet + raccordement 3/4 pour la futur installation de pompe à produit BOMA,45594,1,1,Ouvriers_CPAS,,
T_P1486,45594,Cuistots,MRS,Cuisine,évier lave-mains côté cellule de refroidissement coule regarder pour réparation,45594,1,1,Ouvriers_CPAS,,
T_P1490,45603,Cuistots,MRS,Cuisine,Evier lave-main coule goute à goute (zone café),45603,1,1,Thersa,,
T_P1491,45603,Cuistots,MRS,Cuisine,les 2 thermoscelleuses remplacement du ressort au préalable un devis devra être remis  ,45603,1,1,Luxpro,,
T_P1499,45615,Cuistots,MRS,Electricité,"Prévoir une 2ème prise électrique pour la nouvelle camionette frigorifique sur le quai, merci",45615,1,1,Ouvriers_CPAS,,
T_P1501,45624,Cuistots,MRS,Cuisine,"Lave-vaisselle Spilmont côté propre une pièce est desoudée j'ai réparer avec des colsons temporairement pourriez-vous prévoir quelques points de soudure afin de faire une réparation définitive, merci Alex",45624,1,1,Ouvriers_CPAS,,
T_P1511,45667,Cuistots,MRS,Cuisine,Evier lave-main coule goute à goute (zone café),45667,1,1,Thersa,,
T_P1510,45667,Cuistots,MRS,Cuisine,les 2 thermoscelleuses remplacement du ressort au préalable un devis devra être remis  ,45667,1,1,Luxpro,,
T_P1512,45671,Cuistots,MRS,Cuisine,"installation étagère murale zone diététique ""préparation tartines""",45671,1,1,Ouvriers_CPAS,,
T_P1513,45678,Cuistots,MRS,Cuisine,"installation de rallonge etc,, service acacias pour les bains-marie, merci",45678,1,1,Ouvriers_CPAS,,
T_P1515,45687,Cuistots,MRS,Cuisine,"Zone cuisine : Chambre froide positive (PROPRE) la température reste stable à 6,8 C, nous vidons la chambre froide en attendant votre intervention, merci",45687,1,1,Pelzer,,
T_P1518,45695,Cuistots,MRS,Cuisine,"Bonjour je constate que malgré l'intervention précédente l'évier lave main zone café coule encore, merci pour votre intervention",45695,1,1,Thersa,,
T_P1529,45729,Cuistots,MRS,Peinture,Bonjour pourriez-vous faire le néccessaire pour la réparation du sol du couloir propre (peinture écaillée),45729,1,1,Ouvriers_CPAS,,
T_P1531,45744,Cuistots,MRS,Cuisine,regarder au bain marie potage voir pourquoi est-il défectueux  (l'appareil se trouve au bureau cuisine),45744,1,1,Ouvriers_CPAS,,
T_P1538,45775,Cuistots,MRS,Cuisine,"Dans la zone lave-casserole pourriez-vous nous remettre un tuyeau pour la douchette en attendant et je vais commander un nouvelle ensemle, merci d'avance pour votre collaboration.",45775,1,1,Ouvriers_CPAS,,
T_P1539,45798,Cuistots,MRS,Cuisine,"Zone froide refaire le joint silicone à la jonction de l'évier et plan de travail inox, merci",45798,1,1,Ouvriers_CPAS,,
T_P1540,45799,Cuistots,MRS,Cuisine,"Regarder et reparer lave -vaisselles spilmont fuite d'eau en dessous, merci",45799,1,1,Ouvriers_CPAS,,
T_P1543,45813,Cuistots,MRS,Cuisine,"Bonjour pourriez-vous regarder à la cassette de Igot Prescilia car le verrou disfonctionne, merci d'avance",45813,1,1,Ouvriers_CPAS,,
T_P1544,45819,Cuistots,MRS,Cuisine,"1 dalle de plafond en cuisine chaude est à remplacer car il y a une tâche et voir si il y a une fuite, merci",45819,1,1,Ouvriers_CPAS,,
T_P1596,45867,Cuistots,MRS,Cuisine,Entretien des tue-insectes en cuisine nettoyer les bacs et remplacer ampoules défectueuses+ nettoyage des grilles de ventilation pièces froide,45867,1h,1,Ouvriers_CPAS,,
T_P1640,45897,Cuistots,MRS,Cuisine,Bonjour pourriez-vous installer le robinet douchette commandé pour le lave-casserole merci,45897,1,1,Ouvriers_CPAS,,
T_P1680,45931,Cuistots,MRS,Cuisine,"Four côté flexcool fuite d'eau, merci de faire le néccesaire pour réparation au plus vite.",45931,1,1,Ouvriers_CPAS,,
